etapa,acuracia,precisao,recall,f1,roc_auc,threshold
treino,0.7712252413655818,0.4300883684172714,0.5479341717465722,0.4819114166572749,0.7587384614610263,0.5599999999999997
teste1,0.7321711568938193,0.6666666666666666,0.779783393501805,0.718801996672213,0.8133145689285933,0.5599999999999997
teste2_final,0.7733755942947702,0.8199566160520607,0.863013698630137,0.8409343715239155,0.8192916459649372,0.5599999999999997
